Food,Category,Amount,Calories,Carbs(in g),Fat(in g),Protein(in g),Meal_type,Region,Type,Categories
Grilled Chicken Sandwich,Uw Health Grilled Chicken, 1 sandwich,320,30,6,36,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Grilled Chicken Patty,Sonic Grilled Chicken Patty, 1 patty,106,1,2,21,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Grilled Chicken Drumstick/wings,Grilled Chicken Wings, 1 Drumstick or Wing,65,0,5,10,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Grilled Chicken,Kirkland, 3 oz,110,0,2,22,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Grilled Chicken,Kroger, 3 oz.,100,2,2,17,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Grilled-thigh,Chicken-grilled, 4 oz,120,0,4,19,Lunch/Dinner,All Indian,Vegetarian,Healthy
Grilled Chicken,Grilled Chicken Breast 4 Ounces, 4 ounces,184,0,4,34,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Grilled Chicken Wings,Allrecipes Grilled Chicken Wings, 2 wings,129,5,7,10,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Grilled Fish,Fish, 1 cup,148,0,2,31,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Grilled Sword Fish,Grilled Sword Fish, 1 ounce,50,1,2,6,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Grilled Fish,Grilled Fish, 25 g,106,14,5,2,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Pam Grilled Fish,Pan Grilled Fish, 1 piece,140,8,2,20,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Tuna Fish (Grilled),Fish, 113 gr,163,0,6,26,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Grilled White Fish,Buckhead Grilled White Fish, 1 piece,160,0,10,18,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Grilled Fish,Gorton's, 108 grams,90,0,3,16,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Common Dolphin Fish Grilled,Fish, 8 oz,248,0,2,54,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Grilled Fish,Seabream, 100 g,160,1,8,20,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Barramundi,Grilled Fish, 200 g,147,0,5,26,Lunch/Dinner,All Indian,Vegetarian,Healthy
Dorado Grilled,Fish, 4 oz (112g),100,0,1,22,Lunch/Dinner,All Indian,Vegetarian,Healthy
"Walleye, Grilled",Fish, 3 oz.,101,0,1,21,Lunch/Dinner,All Indian,Vegetarian,Healthy
Grilled Titus Fish (Fin),Fish, 100 g,154,0,7,23,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Fish,Grilled Swai, 1 fillet,90,0,4,13,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Fish (Grilled),Habshan, 1 fillet (100 grams),123,0,1,26,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Grilled Fish,Generic, 100 g,125,0,3,25,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Grilled Barramundi Fish Fillets,Grilled Barramundi Fish Fillets, 100 g,76,0,2,20,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Pangasius (Grilled),Fish, 100 g,52,0,1,12,Lunch/Dinner,All Indian,Vegetarian,Healthy
Grilled Salmon Fish,Grilled Salmon, 6 oz,351,0,21,38,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Bream Fish,Grilled, 500 g,1003,3,56,116,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Glace Toblerone,Toblerone, 1 glace 100ml ou 66g,234,0,0,3,Snacks,All Indian,Vegetarian,Healthy
Toblerone weiß,Toblerone, 25 Gramm,134,16,7,2,Snacks,All Indian,Vegetarian,Healthy
toblerone mini,Toblerone, 8 g,43,5,2,0,Snacks,All Indian,Vegetarian,Healthy
Toblerone 200g,Toblerone, 4 triangles,302,34,16,3,Snacks,All Indian,Vegetarian,Healthy
Toblerone 100g Bar,Toblerone, 50 g,260,32,14,3,Snacks,All Indian,Vegetarian,Healthy
Gelato Toblerone ,Toblerone, 66 grammo,238,25,14,3,Snacks,All Indian,Vegetarian,Healthy
Toblerone - Normal Bar,Toblerone, 1 piece,45,5,3,1,Snacks,All Indian,Vegetarian,Healthy
Tiny toblerone,Tiny  toblerone, 1 bar,42,5,2,0,Snacks,All Indian,Vegetarian,Healthy
Toblerone (Correct Sodium),Toblerone, 100 g,529,61,29,6,Snacks,All Indian,Vegetarian,Healthy
Toblerone Mousse,Toblerone Mousse, 100 g,370,25,28,5,Snacks,All Indian,Vegetarian,Healthy
Toblerone ,Toblerone, 28.6 grams,153,18,9,2,Snacks,All Indian,Vegetarian,Healthy
400g Big Toblerone,Toblerone, 1 triangle,143,16,8,2,Snacks,All Indian,Vegetarian,Healthy
Toblerone Milk Chocolate 150g,Toblerone, 1 piece (16.67 g),89,10,5,1,Snacks,All Indian,Vegetarian,Healthy
Toblerone (Crunchy Almonds),Toblerone, 100 g,556,57,31,6,Snacks,All Indian,Vegetarian,Healthy
Mini Toblerone,Toblerone of Switzerland, 4 mini packets,125,14,7,1,Snacks,All Indian,Vegetarian,Healthy
Toblerone Tinys,Toblerone of Switzerland, 7 pieces,230,26,12,2,Snacks,All Indian,Vegetarian,Healthy
Mixed Toblerone Chocolate,Toblerone Minis, 4 chocolates,125,0,0,0,Snacks,All Indian,Vegetarian,Healthy
400g,Toblerone, 1 piece,132,15,7,1,Snacks,All Indian,Vegetarian,Healthy
costco toblerone big size,toblerone, 44 g,230,28,13,2,Snacks,All Indian,Vegetarian,Healthy
Toblerone Crunchy Almonds 25gr,Toblerone, 25 g,133,15,8,2,Snacks,All Indian,Vegetarian,Healthy
dairy milk,dairy milk, 3 cubes,73,8,4,1,Snacks,All Indian,Vegetarian,Healthy
dairy milk oreo ,dairy milk, 100 g,560,54,36,6,Snacks,All Indian,Vegetarian,Healthy
Dairy Milk Mousse Snowman,Dairy Milk, 30 g,165,17,11,2,Snacks,All Indian,Vegetarian,Healthy
Milk,Swiss Dairy Milk, 1 Cup,160,13,9,8,Snacks,All Indian,Vegetarian,Healthy
Dairy,Skim Milk, 1 cup,90,13,0,8,Snacks,All Indian,Vegetarian,Healthy
Oreo,Dairy milk, 3 chunks,85,8,5,1,Snacks,All Indian,Vegetarian,Healthy
Milk,Swiss Dairy Milk, 1 Cup,160,13,9,8,Snacks,All Indian,Vegetarian,Healthy
Skimmed Milk (Powdered),Dairy Dairy, 3 tbsp,112,16,0,12,Snacks,All Indian,Vegetarian,Healthy
Dairy Milk 120g Bar,Dairy Milk, 3 chunks,97,12,5,1,Snacks,All Indian,Vegetarian,Healthy
Freddo,Dairy Milk, 20 g,95,10,5,1,Snacks,All Indian,Vegetarian,Healthy
Milk,Dairy Farmers original milk, 250 ml,159,12,9,9,Snacks,All Indian,Vegetarian,Healthy
Skimmed Milk Powder,Dairy Dairy, 3 tbs (32g),112,16,0,12,Snacks,All Indian,Vegetarian,Healthy
Dairy,2% Milk, 0.5 cup,60,12,3,4,Snacks,All Indian,Vegetarian,Healthy
Lowfat Milk,Dairy Maid Dairy, 1 carton,100,11,3,8,Snacks,All Indian,Vegetarian,Healthy
Milk,Byrne dairy, 1 cup,100,11,2,8,Snacks,All Indian,Vegetarian,Healthy
 Milk 2%,Dairy, 0.5 cup,60,11,5,8,Snacks,All Indian,Vegetarian,Healthy
Chocs,Dairy Milk, 1 tube,250,27,14,4,Snacks,All Indian,Vegetarian,Healthy
Dairy,Milk 1%, 0.5 Cup,51,6,1,4,Snacks,All Indian,Vegetarian,Healthy
"Milk, 2%",Dairy, 1 cup,130,12,5,9,Snacks,All Indian,Vegetarian,Healthy
Cadburry Dairy Milk Chocolate,Cadburry Dairy Milk Chocolate, 3 blocks,80,0,4,1,Snacks,All Indian,Vegetarian,Healthy
Five Star,Cadbury, 1 bar,180,23,9,2,Snacks,All Indian,Vegetarian,Healthy
MiniMeals2Go,five star, 8.75 ounces 1 pack,270,32,14,20,Snacks,All Indian,Vegetarian,Healthy
Slovenian Sausage,Five Star, 1 Sausage,250,3,20,12,Snacks,All Indian,Vegetarian,Healthy
Pizza,Five Star Pizza, 1 Slice,300,34,12,13,Snacks,All Indian,Vegetarian,Unhealthy
Small Five Star,Shafina, 12 grams,54,9,2,0,Snacks,All Indian,Vegetarian,Healthy
Beef Kielbasi,Five Star, 1 (90g),290,2,24,11,Snacks,All Indian,Non Vegetarian,Healthy
Sugar,Five Star, 1 teaspoon,15,4,0,0,Snacks,All Indian,Vegetarian,Healthy
Tuscan Salad,Five Star, 1 salad,180,7,14,6,Snacks,All Indian,Vegetarian,Healthy
Knockwurst,Five Star, 1 link,260,3,22,11,Snacks,All Indian,Vegetarian,Healthy
Patt,Five star, 1 gram,350,74,1,12,Snacks,All Indian,Vegetarian,Healthy
Caprese Salad,Five Star Gourmet, 1 container,320,14,24,9,Snacks,All Indian,Vegetarian,Healthy
Hot Dog,Five Star, 1 link,170,2,14,7,Snacks,All Indian,Vegetarian,Healthy
Five Star Box,Kfc, 1 Small Combo,1590,116,85,80,Snacks,All Indian,Vegetarian,Healthy
spaghetti ,five star, 100 gramme,350,74,1,12,Snacks,All Indian,Vegetarian,Healthy
Chicken Sandwich,Five Star, 1 sandwich,379,29,17,24,Snacks,All Indian,Non Vegetarian,Healthy
Zeera biscuits,Five star, 1 biscuit,74,9,4,1,Snacks,All Indian,Vegetarian,Healthy
Santa Fe Salad,Five star, 1 bowl,260,17,15,17,Snacks,All Indian,Vegetarian,Healthy
Pepperoni Pizza,Five Star Pizza, 1 slice,300,34,12,13,Snacks,All Indian,Vegetarian,Unhealthy
Caprese Salad,Five Star Gourmet, 1 container,320,14,24,9,Snacks,All Indian,Vegetarian,Healthy
ビール,SAPPORO five star, 100 ml,46,0,0,1,Snacks,All Indian,Vegetarian,Healthy
Perk,Neslte, 1 choclate,47,0,0,0,Snacks,All Indian,Vegetarian,Healthy
Perk,Cadbury, 1 wafer,50,5,2,0,Snacks,All Indian,Vegetarian,Healthy
Chocolates,Perk, 8 g,42,6,2,0,Snacks,All Indian,Vegetarian,Healthy
Perk,Nestle, 100 gram,527,69,25,4,Snacks,All Indian,Vegetarian,Healthy
Chocolate,Perk, 100 g,517,68,25,4,Snacks,All Indian,Vegetarian,Healthy
Perk (Glucose),Cadbury, 19 g,98,13,5,1,Snacks,All Indian,Vegetarian,Healthy
Chocolate,Cadbury Perk, 1 bar,118,15,7,1,Snacks,All Indian,Vegetarian,Healthy
Vanilla,Vita Perk, 1 packet,5,1,0,0,Snacks,All Indian,Vegetarian,Healthy
Millennium Perk,Protein Bar, 1 cup,287,31,4,39,Snacks,All Indian,Vegetarian,Healthy
Small,Perk Chocolate, 100 gm,507,69,25,5,Snacks,All Indian,Vegetarian,Healthy
Caramel,Perk!, 8 oz,0,1,0,0,Snacks,All Indian,Vegetarian,Healthy
Chill,Perk, 1 scoop,100,13,3,6,Snacks,All Indian,Vegetarian,Healthy
Gelatina,Perk, 4 onz,10,0,0,1,Snacks,All Indian,Vegetarian,Healthy
Pecan Perk,Zachary, 3 Pieces,240,28,13,3,Snacks,All Indian,Vegetarian,Healthy
Perk Glucose,Cadbury, 1 packet-17g,88,12,4,1,Snacks,All Indian,Vegetarian,Healthy
Perk double,Cadbury, 28 gm,144,19,7,1,Snacks,All Indian,Vegetarian,Healthy
Coffee soda,Perk!, 12 oz,130,34,0,0,Snacks,All Indian,Vegetarian,Healthy
Coffee  drink,Perk, 16 oz,0,1,0,0,Snacks,All Indian,Vegetarian,Healthy
Original porridge,Perk!er, 60 g,220,38,3,12,Snacks,All Indian,Vegetarian,Healthy
Chai Flavor,Perk Energy, 22 g,80,12,1,7,Snacks,All Indian,Vegetarian,Healthy
munch,munch, 11 .1g,44,6,2,1,Snacks,All Indian,Vegetarian,Healthy
pumpkin seed munch,munch, 25 gram,140,3,10,8,Snacks,All Indian,Vegetarian,Healthy
Munch,Cadbury, 1 bar,77,10,4,1,Snacks,All Indian,Vegetarian,Healthy
Munch Bunch Reduced Sugar,Munch Bunch, 42 g,36,4,1,2,Snacks,All Indian,Vegetarian,Healthy
Nestle Munch,Nestle Munch (11.5 Gm), 1 bar (11.5 gms),46,6,2,1,Snacks,All Indian,Vegetarian,Healthy
Monster Munch,Walkers, 1 bag,109,13,6,1,Snacks,All Indian,Vegetarian,Healthy
Crisps,Monster munch, 1 pack,109,13,6,1,Snacks,All Indian,Vegetarian,Healthy
munch,catbery munch, 100 gram,442,54,23,6,Snacks,All Indian,Vegetarian,Healthy
Munch bar,Munch, 13.2 g,58,7,3,1,Snacks,All Indian,Vegetarian,Healthy
Yogurt,Munch Bunch, 1 pot (42g),44,5,1,3,Snacks,All Indian,Vegetarian,Healthy
Peanut Bar,Munch, 1 bar,220,17,15,6,Snacks,All Indian,Vegetarian,Healthy
Moose Munch Totally Caramel Popcorn,Moose Munch, 0.5 cup,170,32,4,2,Snacks,All Indian,Vegetarian,Healthy
Munch,Nestle, 1 bar,49,6,3,1,Snacks,All Indian,Vegetarian,Healthy
Cereal,Gorilla munch, 0.75 cup,120,27,0,2,Snacks,All Indian,Vegetarian,Healthy
Munch chocolate,Nestle munch, 10 gram,51,7,2,1,Snacks,All Indian,Vegetarian,Healthy
Peanut Bar,Munch, 1 bar,220,17,15,6,Snacks,All Indian,Vegetarian,Healthy
Monster Munch,Walkers, 1 bag,109,13,6,1,Snacks,All Indian,Vegetarian,Healthy
Peanuts,Munch 'n' Munch, 100 g,643,26,51,19,Snacks,All Indian,Vegetarian,Healthy
chocolate,munch, 10.1 g,50,0,0,0,Snacks,All Indian,Vegetarian,Healthy
Crips,Monster Munch, 1 multi pack packet,108,13,6,1,Snacks,All Indian,Vegetarian,Healthy
Peanuts - M&m,M&m, 42 g,210,25,11,4,Snacks,All Indian,Vegetarian,Healthy
Caramel M&m,M&m, 1.41 oz,190,29,7,2,Snacks,All Indian,Vegetarian,Healthy
Pretzel M&m,M&m, 1 pack,150,24,5,2,Snacks,All Indian,Vegetarian,Healthy
M&m Crispy,M&m, 100 gram,485,69,21,4,Snacks,All Indian,Vegetarian,Healthy
M&M Blauw,M&M, 100 gram,483,70,20,4,Snacks,All Indian,Vegetarian,Healthy
M&M Chocolate,M&m, 25 g,121,18,5,1,Snacks,All Indian,Vegetarian,Healthy
M,M&M, 13.5 gram,68,10,3,5,Snacks,All Indian,Vegetarian,Healthy
M & M,M & M, 100 ml,15,1,1,1,Snacks,All Indian,Vegetarian,Healthy
M&m Peanut Butter,M&m, 0.25 Cup,220,23,13,4,Snacks,All Indian,Vegetarian,Healthy
M & M (Single M&m),Generic, 1 single M&M,3,1,0,0,Snacks,All Indian,Vegetarian,Healthy
Peanut M&m (1 Single Peanut M&m),M&m, 1 m&m,13,1,0,0,Snacks,All Indian,Vegetarian,Healthy
M&ms,M&m, 10 M&Ms,43,5,2,0,Snacks,All Indian,Vegetarian,Healthy
m&m nuss,m&m, 45 g,506,60,25,9,Snacks,All Indian,Vegetarian,Healthy
M&M,M & M Hersey, 1 Pack,250,30,13,5,Snacks,All Indian,Vegetarian,Healthy
Almond M&m (Each),M& M Almond, 1 almond,16,2,1,0,Snacks,All Indian,Vegetarian,Healthy
M&M candy,M&M coffee nut, 1.74 oz,250,30,13,5,Snacks,All Indian,Vegetarian,Healthy
White Chocolate Easter M&m,M&m, 0.25 cup,220,29,11,2,Snacks,All Indian,Vegetarian,Healthy
m&m,m&m minis, 1.77 oz,250,35,10,3,Snacks,All Indian,Vegetarian,Healthy
Birthday cake M&M,M&M, 40 gr(1 envase),190,30,8,2,Snacks,All Indian,Vegetarian,Healthy
peanut butter m&m,m&m, 0.5 pack,210,0,13,0,Snacks,All Indian,Vegetarian,Healthy
kurkure,kurkure, 100 gram,559,56,35,6,Snacks,All Indian,Vegetarian,Healthy
Puffcorn,Kurkure, 100 g,555,56,34,6,Snacks,All Indian,Vegetarian,Healthy
Chips,Kurkure, 10 g,56,6,3,1,Snacks,All Indian,Vegetarian,Healthy
red chilli kurkure,kurkure, 2 bag,520,55,35,5,Snacks,All Indian,Vegetarian,Healthy
Snacks,kurkure, 100 g,558,53,36,6,Snacks,All Indian,Vegetarian,Healthy
Masala Munch,Kurkure, 30 grams,168,16,11,2,Snacks,All Indian,Vegetarian,Healthy
Chilli Chatka,Kurkure, 100 grams,561,54,36,6,Snacks,All Indian,Vegetarian,Healthy
Hyderrabadi Hungama,Kurkure, 100 g,561,54,36,6,Snacks,All Indian,Vegetarian,Healthy
Barbecue,Kurkure, 1 bag,180,18,12,2,Snacks,All Indian,Vegetarian,Healthy
bhujiya,kurkure, 100 gm,627,34,50,12,Snacks,All Indian,Vegetarian,Healthy
Kurkure,Jasons, 20 gram,98,13,5,1,Snacks,All Indian,Vegetarian,Healthy
Barbecue,Kurkure, 1 bag,180,18,12,2,Snacks,All Indian,Vegetarian,Healthy
Solid Masti,Kurkure, 1 Packet - 55 gms,286,31,16,5,Snacks,All Indian,Vegetarian,Healthy
Kurkure,Lay's Chips, 1 pack (38g),216,20,14,2,Snacks,All Indian,Vegetarian,Healthy
Naughty Tomato,Kurkure, 100 g,557,56,35,6,Snacks,All Indian,Vegetarian,Healthy
Karare Peanuts,Kurkure, 100 gram,511,52,28,12,Snacks,All Indian,Vegetarian,Healthy
Puffed Corn,Kurkure, 100 gm,555,56,34,6,Snacks,All Indian,Vegetarian,Healthy
kurkure,diamond, 1 cup,526,59,30,4,Snacks,All Indian,Vegetarian,Healthy
Salted Peanuts,Kurkure, 100 gram,630,20,49,26,Snacks,All Indian,Vegetarian,Healthy
green chutny,kurkure, 1 gram,6,1,0,0,Snacks,All Indian,Vegetarian,Healthy
Chips Lays,Chips Lays, 30 gr,165,16,10,2,Snacks,All Indian,Vegetarian,Healthy
Bbq Chips,Chips-lays, 1 oz--About 15 Chips,160,15,10,2,Snacks,All Indian,Vegetarian,Healthy
Lays Potato Chips,Frito Lays, 1 package -1.12 oz (31.8 g),180,17,12,2,Snacks,All Indian,Vegetarian,Healthy
Lays Kettle Cooked Chips,Lays, 38.9 grams,200,22,11,3,Snacks,All Indian,Vegetarian,Healthy
Bbq Chips,Chips-lays, 1 oz--About 15 Chips,160,15,10,2,Snacks,All Indian,Vegetarian,Healthy
Chips,Lays Barbeque Chips, 1 bag (1/2 oz),230,23,15,3,Snacks,All Indian,Vegetarian,Healthy
Chips Lays Saveur Barbecue,Lays, 30 g,160,16,10,2,Snacks,All Indian,Vegetarian,Healthy
Barbque Chips,Lays, 1 oz,160,15,10,2,Snacks,All Indian,Vegetarian,Healthy
Ketchup Chips,Lays, 50 g,270,27,16,3,Snacks,All Indian,Vegetarian,Healthy
Bbq Chips,Lays, 27 Chips 50g,270,27,17,3,Snacks,All Indian,Vegetarian,Healthy
Lime Chips,Lays, 1 OZ,160,15,10,0,Snacks,All Indian,Vegetarian,Healthy
Limon Chips,Lays, 15 chips,150,16,10,2,Snacks,All Indian,Vegetarian,Healthy
Barbacue Chips,Lays, 1 Package,230,23,15,3,Snacks,All Indian,Vegetarian,Healthy
Lays Baked Bbq Chips,Lays Baked Bbq Chips, 15 crisps (28g),120,22,4,2,Snacks,All Indian,Vegetarian,Healthy
Chips Nature,Lays, 100 g,541,52,34,6,Snacks,All Indian,Vegetarian,Healthy
Chips,Lays Staks, 1 oz,270,29,16,2,Snacks,All Indian,Vegetarian,Healthy
Chips Moutarde,Lays, 1 poignée (25g),135,13,8,1,Snacks,All Indian,Vegetarian,Healthy
Naturel Chips,Lays, 100 gram,555,54,34,7,Snacks,All Indian,Vegetarian,Healthy
lemon chips,lays, 1 bag,290,29,18,3,Snacks,All Indian,Vegetarian,Healthy
Chips- Natural,Lays, 100 g,541,52,34,6,Snacks,All Indian,Vegetarian,Healthy
mad angles,bingo, 100 gram,546,58,32,7,Snacks,All Indian,Vegetarian,Healthy
mad angles,mismas, 1 packet,537,56,31,8,Snacks,All Indian,Vegetarian,Healthy
mad angles achaari masti,bingo, 100 gms,537,57,31,8,Snacks,All Indian,Vegetarian,Healthy
Chilli Dhamaka,Bingo Mad Angles, 20 g,107,11,6,2,Snacks,All Indian,Vegetarian,Healthy
Mad Angles Tomato Madness,Bingo, 100 g,541,55,32,8,Snacks,All Indian,Vegetarian,Healthy
mad angles chaat masti,bingo, 1 pkt,542,59,31,7,Snacks,North Indian,Vegetarian,Healthy
Mad Angles Fillos,Bingo, 35 gram,544,51,33,12,Snacks,All Indian,Vegetarian,Healthy
Achaari Masti (Harneet),Bingo! - Mad Angles, 100 grams,538,57,31,8,Snacks,All Indian,Vegetarian,Healthy
pizza aahh..,Bingo Mad Angles, 100 gram,548,58,33,6,Snacks,All Indian,Vegetarian,Unhealthy
Masala Madness (Harneet),Bingo! - Mad Angles, 100 grams,538,56,31,8,Snacks,All Indian,Vegetarian,Healthy
Cheese Nachos,Bingo Mad Angles, 100 gram,493,67,22,7,Snacks,All Indian,Vegetarian,Healthy
pizza flavor,bingo mad angles, 100 gram,548,58,33,6,Snacks,All Indian,Vegetarian,Unhealthy
Mad Angles - Achaari Masti,Bingo!, 100 grams,547,58,32,6,Snacks,All Indian,Vegetarian,Healthy
Mmm masala,Bingo mad angles, 100 gram,546,58,32,7,Snacks,All Indian,Vegetarian,Healthy
Peri peri,Bingo mad angles, 1 g,546,55,32,9,Snacks,All Indian,Vegetarian,Healthy
Peri peri chips,Bingo mad angles, 1 pc,549,57,33,6,Snacks,All Indian,Vegetarian,Healthy
mad angles very peri peri,bingo, 100 gram,546,55,32,9,Snacks,All Indian,Vegetarian,Healthy
achchari masti chips,bingo mad angles, 1 packet,547,58,32,6,Snacks,All Indian,Vegetarian,Healthy
"Mad Angles - Chaat Masti (Jan 2019, India)",Bingo!, 100 gram,542,59,31,7,Snacks,North Indian,Vegetarian,Healthy
Go Angles,Gowardhan, 1 cube (20 gms),65,0,5,4,Snacks,All Indian,Vegetarian,Healthy
Chips,Bingo, 54 gram,300,28,20,4,Snacks,All Indian,Vegetarian,Healthy
Potato Chips,Bingo, 15 g,84,8,5,0,Snacks,All Indian,Vegetarian,Healthy
Chips - chilly,Bingo, 100 g,532,49,35,6,Snacks,All Indian,Vegetarian,Healthy
Bingo,Bingo, 1 pack,140,22,5,2,Snacks,All Indian,Vegetarian,Healthy
Pulse Chips,Bingo!, 12 gram,518,54,28,13,Snacks,All Indian,Vegetarian,Healthy
Yumitos - Potato Chips,Bingo, 26 g,138,15,8,2,Snacks,All Indian,Vegetarian,Healthy
Pulse Chips,Bingo, 100 gram,520,54,28,14,Snacks,All Indian,Vegetarian,Healthy
Potatoes Chips,Bingo, 100 gram,560,55,35,7,Snacks,All Indian,Vegetarian,Healthy
starters chips,bingo, 24 gram,124,13,6,3,Snacks,All Indian,Vegetarian,Healthy
Bingo Sandwich,Bingo, 30 g,150,21,6,2,Snacks,All Indian,Vegetarian,Healthy
potato chips,bingo yumitos, 28 gram,543,55,32,8,Snacks,All Indian,Vegetarian,Healthy
Bread Chips,Tottis-Bingo, 100 gram,456,66,16,10,Snacks,All Indian,Vegetarian,Healthy
pulse chips,bingo starters, 13 g,518,54,28,13,Snacks,All Indian,Vegetarian,Healthy
chips,bingo starters baked, 1 packet,250,26,14,7,Snacks,All Indian,Vegetarian,Healthy
Pulse Chips,Bingo -Starters, 24 G,124,13,7,3,Snacks,All Indian,Vegetarian,Healthy
masala remix chips,bingo yumitos, 100 gms,531,52,32,8,Snacks,All Indian,Vegetarian,Healthy
lentil chips ,Bingo starters pulse chips, 24 gram,124,13,7,3,Snacks,All Indian,Vegetarian,Healthy
Brokule,Bingo, 100 gr,34,7,0,3,Snacks,All Indian,Vegetarian,Healthy
bingo bite,bingo, 4 serving,300,45,8,4,Snacks,All Indian,Vegetarian,Healthy
Tangles,Bingo, 100 g,546,55,33,8,Snacks,All Indian,Vegetarian,Healthy
Cheetos Puffs,Cheetos, 1.38 oz (38.9g),220,22,13,2,Snacks,All Indian,Vegetarian,Healthy
Tapatio Cheetos,Cheetos, 21 pieces,150,14,10,2,Snacks,All Indian,Vegetarian,Healthy
Cheese Cheetos,Cheetos, 1 bag,330,31,20,3,Snacks,All Indian,Vegetarian,Healthy
Cheetos - Pelotazos,Cheetos, 30 g,161,19,9,2,Snacks,All Indian,Vegetarian,Healthy
Cheetos,Cheetos Horneados, 1 Bag,160,15,10,2,Snacks,All Indian,Vegetarian,Healthy
Cheetos Mix,Cheetos, 100 g,488,59,24,5,Snacks,All Indian,Vegetarian,Healthy
Halloween Cheetos,Cheetos, 27 chips,160,15,10,2,Snacks,All Indian,Vegetarian,Healthy
Oven Baked Cheetos,Cheetos, 50 g,100,34,9,4,Snacks,All Indian,Vegetarian,Healthy
cheetos,oven baked cheetos, 1 oz,130,20,5,2,Snacks,All Indian,Vegetarian,Healthy
Cheetos Jalapeño,Cheetos, 1 container,160,17,10,2,Snacks,All Indian,Vegetarian,Healthy
Flamin' Hot Cheetos,Cheetos, 2 oz (1 bag),320,30,22,3,Snacks,All Indian,Vegetarian,Healthy
Hot Cheetos Cmr,Cheetos, 28 g,160,15,10,2,Snacks,All Indian,Vegetarian,Healthy
Cheetos,Cheetos Cheese Puffs, 13 pieces (28g),160,16,10,2,Snacks,All Indian,Vegetarian,Healthy
Extra Hot Cheetos,Cheetos, 1 oz,160,14,10,2,Snacks,All Indian,Vegetarian,Healthy
Simply Natural Cheetos,Cheetos, 28 g/32 pieces,150,16,9,2,Snacks,All Indian,Vegetarian,Healthy
Cheetos Pandilla,Cheetos, 31 g,149,19,7,2,Snacks,All Indian,Vegetarian,Healthy
Cheetos Chips,Cheetos, 1 oz  2pcs,150,13,10,2,Snacks,All Indian,Vegetarian,Healthy
Cheetos Spirals,Cheetos Spirals, 100 g,509,60,27,5,Snacks,All Indian,Vegetarian,Healthy
cheetos,cheddar jalapeno cheetos, 50 g,280,27,18,3,Snacks,All Indian,Vegetarian,Healthy
Regular Cheetos Bag,Cheetos, 1 package,310,26,21,3,Snacks,All Indian,Vegetarian,Healthy
"Minis - Snickers, Snickers Almond, Snickers Crunchers",Snickers, 4 pieces,170,22,9,3,Snacks,All Indian,Vegetarian,Healthy
Snickers Baton,Snickers, 100 g,485,60,23,9,Snacks,All Indian,Vegetarian,Healthy
Snickers Cruncher,Snickers, 1 gb 40 g,206,22,11,4,Snacks,All Indian,Vegetarian,Healthy
Snickers White,Snickers, 49 g,241,29,12,4,Snacks,All Indian,Vegetarian,Healthy
Snickers,Snickers Minis, 18 g,87,11,4,2,Snacks,All Indian,Vegetarian,Healthy
Snickers Protein,Snickers, 47 grams,192,20,8,11,Snacks,All Indian,Vegetarian,Healthy
Glace Snickers,Snickers, 100 ml,130,18,5,2,Snacks,All Indian,Vegetarian,Healthy
Snickers Snacks,Snickers, 21.5 g,100,13,5,2,Snacks,All Indian,Vegetarian,Healthy
snickers minis,snickers, 18 g,91,10,5,2,Snacks,All Indian,Vegetarian,Healthy
Snickers (almond),Snickers, 50 g,251,28,13,4,Snacks,All Indian,Vegetarian,Healthy
Baton Snickers,Snickers Baton, 50 gram,242,30,11,4,Snacks,All Indian,Vegetarian,Healthy
Snickers Bar 48g,Snickers, 1 Bar 48g,245,26,13,5,Snacks,All Indian,Vegetarian,Healthy
Snickers Mini Bar,Snickers, 4 mini bar,170,22,8,3,Snacks,All Indian,Vegetarian,Healthy
Snickers Trio,Snickers, 113 gram,546,68,26,10,Snacks,All Indian,Vegetarian,Healthy
Mini Snickers,Snickers (Mini), 3 pieces,130,17,6,2,Snacks,All Indian,Vegetarian,Healthy
Snickers & Hazlenut ,Snickers, 2 cup,240,31,11,4,Snacks,All Indian,Vegetarian,Healthy
